title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024,citeScoreTracker_2024,citeScoreCurrentMetric_2023
Smart Structures and Systems,Techno-Press,journal,ENGI;COMP,Control and Systems Engineering;Computer Science Applications;Electrical and Electronic Engineering,0.729,0.569,119,3427,28,0.0,74,3253,40,0.0,37,2840,29,2.7,4.8,6.5
Smart and Sustainable Manufacturing Systems,ASTM International,journal,ENGI;COMP,Control and Systems Engineering;Computer Science Applications;Industrial and Manufacturing Engineering,0.331,0.380,18,195,3,0.0,7,229,1,14.29,3,222,3,33.33,2.1,2.5
Social Media and Society,SAGE Publications Ltd,journal,SOCI;COMP,Computer Science Applications;Cultural Studies;Communication,2.511,2.156,133,5420,6,1.5,194,7387,34,1.03,114,7998,88,0.88,8.2,9.2
Social Network Analysis and Mining,Springer-Verlag Wien,journal,ENGI;SOCI;COMP,Media Technology;Human-Computer Interaction;Communication;Computer Science Applications;Information Systems,0.999,0.667,176,2328,23,7.39,155,3044,36,4.52,210,3029,165,7.14,5.7,5.7
Social Science Computer Review,SAGE Publications Inc.,journal,SOCI;COMP,Social Sciences (all);Law;Computer Science Applications;Library and Information Sciences,2.233,1.695,88,4085,2,4.55,115,4519,15,3.48,130,4272,81,6.92,9.0,9.0
Soft Computing,Springer Science and Business Media Deutschland GmbH,journal,MATH;COMP,Theoretical Computer Science;Software;Geometry and Topology,1.268,0.810,896,22265,89,0.11,1687,25085,428,0.3,938,24477,688,0.11,7.4,8.1
Soft Robotics,Mary Ann Liebert Inc.,journal,ENGI;BIOC;COMP,Control and Systems Engineering;Biophysics;Artificial Intelligence,2.555,2.430,99,4969,2,1.01,99,5859,6,0.0,104,5799,51,1.92,13.5,15.5
Software - Practice and Experience,John Wiley and Sons Ltd,journal,COMP,Software,1.131,0.816,126,3830,20,0.0,99,3907,25,0.0,132,3183,74,0.0,7.9,8.0
"Software Engineering Education Conference, Proceedings",Institute of Electrical and Electronics Engineers Inc.,conferenceproceeding,SOCI;COMP,Education;Software,0.14,0.136,0,145,0,0.0,41,121,32,0.0,54,115,54,0.0,0.4,0.1
Software Impacts,Elsevier B.V.,journal,COMP,Software,0.757,0.512,150,344,29,0.0,142,640,42,0.0,113,809,89,0.0,2.8,2.7
Software Quality Journal,Springer New York,journal,ENGI;COMP,"Software;Safety, Risk, Reliability and Quality",1.178,0.632,39,1297,6,0.0,46,1215,14,0.0,56,1071,41,0.0,3.9,4.9
Software Testing Verification and Reliability,John Wiley and Sons Ltd,journal,ENGI;COMP,"Software;Safety, Risk, Reliability and Quality",0.837,0.431,31,957,11,0.0,25,968,16,0.0,29,607,24,0.0,4.1,3.7
Software and Systems Modeling,Springer Verlag,journal,MATH;COMP,Modeling and Simulation;Software,1.586,0.840,108,1876,19,0.0,98,2058,30,1.02,93,1740,70,0.0,6.1,6.0
SoftwareX,Elsevier B.V.,journal,COMP,Software;Computer Science Applications,1.5,0.544,209,5098,27,0.0,305,6199,98,0.0,301,6524,246,0.0,3.7,5.5
Somatechnics,Edinburgh University Press,journal,ARTS;SOCI;MEDI;COMP,Arts and Humanities (miscellaneous);Human Factors and Ergonomics;Human-Computer Interaction;Law;Sociology and Political Science;Anatomy,0.759,0.328,12,165,8,8.33,14,185,10,0.0,12,155,9,0.0,1.6,1.5
South African Computer Journal,South African Institute of Computer Scientists and Information Technologists,journal,SOCI;COMP,Education;Human-Computer Interaction;Computer Networks and Communications;Computer Science Applications;Information Systems,0.293,0.213,21,112,11,0.0,20,112,10,0.0,7,123,6,0.0,1.4,1.3
Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa,Space Research Institute of the Russian Academy of Sciences,journal,EART;COMP,Computer Networks and Communications;Computer Science Applications;Computers in Earth Sciences,0.711,0.295,144,491,69,0.69,152,581,122,0.0,103,262,102,0.97,1.6,1.8
Spatial Cognition and Computation,Taylor and Francis Ltd.,journal,PSYC;MATH;EART;COMP,Modeling and Simulation;Experimental and Cognitive Psychology;Computer Graphics and Computer-Aided Design;Computer Vision and Pattern Recognition;Earth-Surface Processes,1.396,0.534,12,536,1,16.67,12,646,2,0.0,19,462,14,10.53,3.6,4.4
Spatial Information Research,Korean Spatial Information Society,journal,SOCI;EART;COMP,"Computer Science Applications;Geography, Planning and Development;Computers in Earth Sciences;Artificial Intelligence",0.885,0.484,65,975,14,6.15,61,1063,17,8.2,66,1191,37,10.61,4.9,5.0
Speech Communication,Elsevier B.V.,journal,ARTS;MATH;SOCI;COMP,Modeling and Simulation;Software;Computer Vision and Pattern Recognition;Language and Linguistics;Communication;Computer Science Applications;Linguistics and Language,1.648,0.769,86,5540,10,5.81,85,5516,24,4.71,68,3950,47,2.94,5.4,6.8
Springer Proceedings in Advanced Robotics,Springer Nature,bookseries,ENGI;MATH;COMP,Artificial Intelligence;Mechanical Engineering;Control and Systems Engineering;Engineering (miscellaneous);Electrical and Electronic Engineering;Computer Science Applications;Applied Mathematics,0.723,0.296,184,1161,85,0.0,94,1504,30,0.0,170,1221,156,0.0,2.1,2.6
Springer Tracts in Advanced Robotics,Springer Verlag,bookseries,ENGI;COMP,Artificial Intelligence;Electrical and Electronic Engineering,1.256,0.137,76,2163,58,0.0,99,2123,87,0.0,10,1505,10,0.0,0.4,0.8
SpringerBriefs in Computer Science,Springer International Publishing,bookseries,COMP,Computer Science (all),0,0.133,148,408,128,0.0,170,407,162,0.0,53,294,51,0.0,0.3,0.2
Statistical Theory and Related Fields,Routledge,journal,DECI;MATH;COMP,"Analysis;Statistics, Probability and Uncertainty;Computational Theory and Mathematics;Statistics and Probability;Applied Mathematics",0.499,0.281,35,72,17,0.0,26,98,12,0.0,24,138,16,8.33,1.1,0.9
Statistics and Computing,Springer Netherlands,journal,DECI;MATH;COMP,"Theoretical Computer Science;Computational Theory and Mathematics;Statistics, Probability and Uncertainty;Statistics and Probability",1.413,0.923,109,7480,24,0.0,142,7453,59,0.0,204,6822,151,0.0,2.2,3.2
"Statistics, Optimization and Information Computing",International Academic Press,journal,DECI;MATH;COMP,"Signal Processing;Artificial Intelligence;Computer Vision and Pattern Recognition;Statistics, Probability and Uncertainty;Information Systems;Statistics and Probability;Control and Optimization",0.713,0.375,76,341,18,0.0,74,492,33,0.0,119,408,99,0.0,1.9,2.4
Structural and Multidisciplinary Optimization,Springer Verlag,journal,ENGI;MATH;COMP,Software;Computer Science Applications;Computer Graphics and Computer-Aided Design;Control and Systems Engineering;Control and Optimization,1.363,1.181,357,15890,16,1.12,258,17289,30,1.55,183,17434,139,2.19,8.0,7.6
Studies in Big Data,Springer Science and Business Media Deutschland GmbH,bookseries,ENGI;COMP,Control and Systems Engineering;Computer Science Applications;Engineering (miscellaneous);Artificial Intelligence,0.329,0.196,320,1488,168,0.0,370,1773,210,0.0,218,1731,159,0.0,1.6,2.0
Studies in Computational Intelligence,Springer Verlag,bookseries,COMP,Artificial Intelligence,0.317,0.208,1500,11139,682,0.0,1526,12208,923,0.0,1012,9837,916,0.0,2.1,2.2
Studies in Fuzziness and Soft Computing,Springer Verlag,bookseries,MATH;COMP,Computational Mathematics;Computer Science (miscellaneous),0,0.112,74,1874,31,0.0,199,1840,145,0.0,13,1483,13,0.0,2.0,1.5
Studies in Informatics and Control,National Institute for R & D in Informatics,journal,ENGI;COMP,Electrical and Electronic Engineering;Computer Science (all),0.408,0.296,38,620,11,0.0,46,601,29,0.0,29,464,29,0.0,2.6,2.7
"Studies in Systems, Decision and Control",Springer International Publishing AG,bookseries,ECON;DECI;MATH;SOCI;ENGI;COMP,"Computer Science (miscellaneous);Automotive Engineering;Economics, Econometrics and Finance (miscellaneous);Decision Sciences (miscellaneous);Social Sciences (miscellaneous);Control and Systems Engineering;Control and Optimization",0,0.116,1227,3602,728,0.0,1293,4105,977,0.0,1916,3679,1750,0.0,1.4,1.6
Stuttgarter Symposium fur Produktentwicklung,Fraunhofer IAO,conferenceproceeding,BUSI;ENGI;COMP,Management of Technology and Innovation;Business and International Management;Computer Science Applications;Industrial and Manufacturing Engineering,0.226,0.108,0,36,0,0.0,42,30,35,0.0,0,22,0,0.0,0.6,0.4
Supercomputing Frontiers and Innovations,South Ural State University,journal,COMP,Software;Computer Networks and Communications;Computational Theory and Mathematics;Hardware and Architecture;Computer Science Applications;Information Systems,0.69,0.212,27,325,9,0.0,28,337,21,0.0,11,223,11,0.0,1.5,1.6
Sustainability (Switzerland),Multidisciplinary Digital Publishing Institute (MDPI),journal,SOCI;ENVI;ENER;COMP,"Energy Engineering and Power Technology;Geography, Planning and Development;Computer Science (miscellaneous);Environmental Science (miscellaneous);Renewable Energy, Sustainability and the Environment;Computer Networks and Communications;Hardware and Architecture;Management, Monitoring, Policy and Law",1.086,0.672,17008,183607,1332,6.96,16617,257175,3389,7.5,8941,296201,6306,8.97,7.0,6.8
Sustainable Computing: Informatics and Systems,Elsevier Inc.,journal,ENGI;COMP,Electrical and Electronic Engineering;Computer Science (all),1.383,1.014,151,2509,10,0.66,75,3521,11,0.0,85,3447,43,0.0,11.0,10.7
Sustainable Operations and Computers,KeAi Communications Co.,journal,DECI;ENVI;ENER;ENGI;COMP,"Global and Planetary Change;Industrial and Manufacturing Engineering;Renewable Energy, Sustainability and the Environment;Management Science and Operations Research;Computer Science Applications",3.63,1.628,30,393,1,3.33,20,999,4,5.0,21,1529,11,9.52,27.0,18.2
Swarm Intelligence,Springer New York,journal,COMP,Artificial Intelligence,1.212,0.681,12,878,0,0.0,12,833,0,0.0,18,632,15,0.0,5.6,5.7
Swarm and Evolutionary Computation,Elsevier B.V.,journal,MATH;COMP,Mathematics (all);Computer Science (all),2.352,2.266,169,9331,3,0.0,154,10520,9,0.0,272,10507,144,0.0,14.1,16.0
Symmetry,Multidisciplinary Digital Publishing Institute (MDPI),journal,PHYS;MATH;CHEM;COMP,Mathematics (all);Physics and Astronomy (miscellaneous);Chemistry (miscellaneous);Computer Science (miscellaneous),0.943,0.485,2684,22899,550,4.17,2210,29230,720,5.38,1403,27335,1128,5.13,4.9,5.4
Synthesis Lectures on Artificial Intelligence and Machine Learning,Springer International Publishing,bookseries,COMP,Artificial Intelligence,24.336,9.129,30,1097,25,0.0,13,1070,13,0.0,0,582,0,0.0,1.0,17.9
Synthesis Lectures on Communications,Springer International Publishing,bookseries,ENGI;COMP,Signal Processing;Electrical and Electronic Engineering,0,0.130,0,27,0,0.0,13,8,13,0.0,0,9,0,0.0,0.0,0.0
Synthesis Lectures on Computer Architecture,Springer International Publishing,bookseries,COMP,Hardware and Architecture,3.321,0.655,9,169,8,0.0,6,148,6,0.0,0,72,0,0.0,1.6,3.7
Synthesis Lectures on Computer Science,Springer Nature,bookseries,COMP,Computer Science (miscellaneous),4.166,0.650,0,23,0,0.0,40,20,34,0.0,8,20,8,0.0,0.1,0.5
Synthesis Lectures on Human Language Technologies,Springer International Publishing,bookseries,SOCI;COMP,Computer Networks and Communications;Computer Science Applications;Linguistics and Language,1.098,0.187,37,921,29,0.0,8,672,7,0.0,25,382,22,0.0,1.2,2.3
"Synthesis Lectures on Image, Video, and Multimedia Processing",Springer International Publishing,bookseries,PHYS;ENGI;COMP,"Signal Processing;Atomic and Molecular Physics, and Optics;Computer Graphics and Computer-Aided Design;Electrical and Electronic Engineering",0.544,0.315,0,60,0,0.0,0,42,0,0.0,12,26,12,0.0,0.6,1.4
"Synthesis Lectures on Information Concepts, Retrieval, and Services",Springer International Publishing,bookseries,DECI;SOCI;COMP,Computer Networks and Communications;Information Systems;Library and Information Sciences;Information Systems and Management,0.451,0.398,55,30,46,0.0,26,38,24,0.0,48,24,45,0.0,0.3,0.4
Synthesis Lectures on Mobile and Pervasive Computing,Springer International Publishing,bookseries,COMP,Software;Computer Science Applications;Hardware and Architecture,0.101,1.118,0,3,0,0.0,7,3,7,0.0,0,3,0,0.0,0.0,0.5
Synthesis Lectures on Signal Processing,Springer International Publishing,bookseries,ENGI;COMP,Signal Processing;Control and Systems Engineering;Electrical and Electronic Engineering,0,0.111,9,32,4,0.0,1,29,1,0.0,0,16,0,0.0,1.6,1.0
System Research and Information Technologies,National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic Institute,journal,MATH;COMP,Theoretical Computer Science;Applied Mathematics;Computational Theory and Mathematics;Artificial Intelligence,0.319,0.144,46,11,28,0.0,42,54,31,0.0,20,58,19,0.0,0.8,0.6
Systems,Multidisciplinary Digital Publishing Institute (MDPI),journal,DECI;ENGI;MATH;COMP,Modeling and Simulation;Information Systems and Management;Software;Computer Networks and Communications;Control and Systems Engineering,0.722,0.431,263,1240,43,2.28,577,2600,125,4.68,444,3771,347,5.63,3.7,2.8
Systems Engineering,John Wiley & Sons Inc.,journal,COMP,Computer Networks and Communications;Hardware and Architecture,1.356,0.495,36,1481,9,0.0,58,1349,15,3.45,77,1075,54,2.6,3.5,5.1
Systems Science and Control Engineering,Taylor and Francis Ltd.,journal,ENGI;MATH;COMP,Control and Systems Engineering;Control and Optimization;Artificial Intelligence,1.797,1.248,85,1616,11,1.18,44,2324,9,4.55,96,2376,61,7.29,5.6,9.5
Systems and Control Letters,Elsevier B.V.,journal,ENGI;COMP,Electrical and Electronic Engineering;Mechanical Engineering;Computer Science (all);Control and Systems Engineering,1.195,1.503,136,10777,22,2.94,171,10668,53,1.17,200,9160,147,0.0,3.8,4.6
Systems and Soft Computing,Academic Press,journal,MATH;COMP,Theoretical Computer Science;Software;Computer Science Applications;Computational Theory and Mathematics,1.37,0.288,11,10,2,0.0,21,64,2,0.0,94,225,62,1.06,2.3,2.2
TAL Traitement Automatique des Langues,Association pour le Traitement Automatique des Langues (ATALA),journal,ARTS;SOCI;COMP,Computer Science Applications;Linguistics and Language;Language and Linguistics,0,0.101,16,87,10,6.25,3,49,3,0.0,1,55,1,0.0,0.6,0.6
TEM Journal,UIKTEN - Association for Information Communication Technology Education and Science,journal,BUSI;DECI;SOCI;COMP,Education;Management of Technology and Innovation;Strategy and Management;Computer Science (miscellaneous);Information Systems and Management;Information Systems,0.537,0.238,241,1106,81,0.0,282,1446,144,2.48,254,1391,225,1.57,2.0,2.2
TechTrends,Springer New York,journal,SOCI;COMP,Education;Computer Science Applications,1.482,0.871,113,2677,33,0.0,116,3230,43,0.0,103,3468,71,0.0,5.8,5.7
Technical Services Quarterly,Routledge,journal,SOCI;COMP,Computer Science Applications;Library and Information Sciences,0.876,0.262,45,132,33,0.0,41,158,38,0.0,45,169,44,0.0,0.7,0.8
Technoetic Arts,Intellect Ltd.,journal,ARTS;COMP,Human-Computer Interaction;Computer Science Applications;Visual Arts and Performing Arts;Philosophy,0.013,0.100,19,42,16,10.53,19,40,18,0.0,9,48,9,0.0,0.8,0.6
Technologies,Multidisciplinary Digital Publishing Institute (MDPI),journal,COMP,Computer Science (miscellaneous),1.452,0.855,131,1962,20,13.74,184,3021,37,14.67,207,3336,147,12.56,7.6,6.7
Technology Innovation Management Review,Carleton University,journal,BUSI;COMP,Management of Technology and Innovation;Computer Science Applications,0.775,0.467,8,580,3,12.5,0,782,0,0.0,0,737,0,0.0,6.9,5.9
Technology and Health Care,IOS Press BV,journal,CENG;MEDI;MATE;BIOC;ENGI;COMP,Bioengineering;Biomaterials;Biophysics;Biomedical Engineering;Information Systems;Health Informatics,0.527,0.267,188,2271,48,1.06,255,2213,113,2.75,349,2105,286,4.3,2.0,2.1
"Technology, Knowledge and Learning",Springer Science + Business Media,journal,MATH;SOCI;COMP,Mathematics (miscellaneous);Human-Computer Interaction;Computer Science Applications;Education,2.2,1.153,66,1454,5,0.0,98,1880,15,0.0,131,2190,75,0.0,10.3,9.5
"Technology, Pedagogy and Education",Routledge,journal,SOCI;COMP,Education;Computer Science Applications;Information Systems;Communication,1.87,1.338,38,1791,4,5.26,41,1888,15,4.88,51,1780,40,5.88,8.8,9.5
Tehnicki Glasnik,University North,journal,BUSI;ENGI;COMP,Engineering (all);Computer Graphics and Computer-Aided Design;Computer Science Applications;Information Systems;Management Information Systems,0.431,0.209,84,158,26,11.9,88,193,48,10.23,70,229,64,5.71,1.9,1.5
"Tekst, Kniga, Knigoizdaniye",Tomsk State University - Faculty of Philology,journal,ARTS;ENGI;SOCI;COMP,Media Technology;Library and Information Sciences;Visual Arts and Performing Arts;Communication;Information Systems,0.379,0.120,30,4,26,6.67,29,8,25,3.45,11,13,11,9.09,0.2,0.2
Telecom,Multidisciplinary Digital Publishing Institute (MDPI),journal,ENGI;COMP,Computer Networks and Communications;Electrical and Electronic Engineering,0.716,0.570,36,172,4,8.33,37,326,7,10.81,46,393,36,6.52,5.2,4.8
Telecommunications Policy,Elsevier Ltd,journal,ECON;ENVI;BUSI;SOCI;COMP,"Library and Information Sciences;Economics and Econometrics;Communication;Management, Monitoring, Policy and Law;Information Systems;Management Information Systems",2.329,1.647,107,4275,7,0.0,105,5197,16,0.0,109,5733,72,0.0,10.7,10.8
Telematics and Informatics,Elsevier Ltd,journal,ENGI;SOCI;COMP,Electrical and Electronic Engineering;Computer Networks and Communications;Law;Communication,2.426,1.827,98,10508,4,11.22,83,11756,6,4.82,58,11676,35,1.72,18.4,17.0
Telematics and Informatics Reports,Elsevier B.V.,journal,ENGI;COMP,Computer Networks and Communications;Human-Computer Interaction;Engineering (miscellaneous),0.652,0.339,26,12,1,3.85,73,195,15,10.96,58,630,34,10.34,4.8,1.9
Telemedicine Reports,Mary Ann Liebert Inc.,journal,MEDI;COMP,Health Informatics;Medicine (miscellaneous);Computer Science Applications,0.553,0.443,26,66,7,3.85,44,117,11,18.18,34,201,26,5.88,2.4,1.8
Telfor Journal,Academic Mind,journal,PHYS;ENGI;COMP,Media Technology;Signal Processing;Radiation;Software;Computer Networks and Communications,0.176,0.115,16,81,11,0.0,10,57,7,0.0,3,36,3,0.0,1.2,1.5
Temes de Disseny,Elisava Barcelona School of Design and Engineering,journal,ARTS;ENGI;SOCI;COMP,Architecture;Cultural Studies;Computer Graphics and Computer-Aided Design;Visual Arts and Performing Arts,0.317,0.398,8,7,2,0.0,14,16,9,0.0,0,22,0,0.0,1.7,1.0
