title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
Review of Keynesian Economics,Edward Elgar Publishing Ltd.,journal,ECON,Economics and Econometrics,1.633,1.012,3.5,3.1,25,473,7,0.0,28,595,12,0.0,12,526,9,0.0
Review of Law and Economics,Walter de Gruyter GmbH,journal,ECON;SOCI,"Law;Economics, Econometrics and Finance (all)",0.564,0.224,0.8,0.8,13,197,4,0.0,17,219,13,0.0,12,177,12,0.0
Review of Network Economics,Walter de Gruyter GmbH,journal,ECON,Economics and Econometrics,0.228,0.180,1.0,0.9,10,151,7,0.0,6,146,5,0.0,5,132,5,0.0
Review of Pacific Basin Financial Markets and Policies,World Scientific,journal,ECON,Finance;Economics and Econometrics,0.305,0.171,0.8,1.3,32,258,21,0.0,31,273,21,6.45,24,268,22,0.0
Review of Political Economy,Taylor and Francis Ltd.,journal,ECON;SOCI,"Political Science and International Relations;Economics, Econometrics and Finance (miscellaneous)",1.202,0.613,2.8,2.6,56,947,14,0.0,109,957,51,0.0,122,848,93,0.82
Review of Quantitative Finance and Accounting,Springer New York,journal,ECON;BUSI,"Business, Management and Accounting (all);Finance;Accounting",0.952,0.553,3.3,3.2,102,2106,30,0.0,108,2408,49,1.85,166,2753,129,0.0
Review of Radical Political Economics,SAGE Publications Inc.,journal,ECON;ARTS,Economics and Econometrics;Philosophy,1.483,0.691,1.7,2.5,31,1046,10,0.0,46,1113,29,0.0,44,919,40,0.0
Review of Regional Research,Springer Verlag,journal,ECON;SOCI,"Social Sciences (miscellaneous);Geography, Planning and Development;Economics and Econometrics",0.87,0.341,2.6,2.4,17,172,7,0.0,19,200,9,0.0,19,235,10,0.0
Review of Social Economy,Routledge,journal,ECON,Economics and Econometrics,0.933,0.448,3.1,2.6,26,827,2,0.0,35,911,16,0.0,30,815,13,0.0
Review of World Economics,Springer Verlag,journal,ECON,"Economics, Econometrics and Finance (all)",1.392,0.641,3.8,3.4,34,1873,5,0.0,37,2012,12,0.0,65,1753,49,0.0
Revista Brasileira de Economia,Fundacao Getulio Vargas,journal,ECON,"Economics, Econometrics and Finance (all)",0.34,0.143,0.2,0.4,16,131,13,0.0,23,160,19,0.0,6,119,6,0.0
Revista Brasileira de Marketing,Universidade Nove de Julho-UNINOVE,journal,ECON;BUSI,Economics and Econometrics;Marketing,0.131,0.146,0.7,0.6,45,124,23,4.44,39,130,33,2.56,25,180,25,0.0
Revista Contabilidade e Financas,Universidade De Sao Paulo,journal,ECON;BUSI,Finance;Accounting,0.374,0.166,1.0,1.0,59,163,27,3.39,51,187,42,0.0,11,237,9,0.0
Revista Espanola de Financiacion y Contabilidad,Taylor and Francis Ltd.,journal,ECON;BUSI,Finance;Economics and Econometrics;Accounting,0.51,0.275,2.2,2.1,20,319,5,0.0,24,332,10,0.0,22,355,16,0.0
Revista Finanzas y Politica Economica,Universidad Catolica de Colombia,journal,ECON;BUSI,"Strategy and Management;Economics and Econometrics;Accounting;Finance;Business, Management and Accounting (miscellaneous);Business, Management and Accounting (all);Marketing",0.282,0.166,1.2,1.2,20,88,5,0.0,20,88,13,5.0,10,95,9,0.0
Revista Galega de Economia,Universidad de Santiago de Compostela,journal,ECON;BUSI;SOCI;ARTS,"Development;Organizational Behavior and Human Resource Management;Economics and Econometrics;History;Finance;Demography;Business, Management and Accounting (all);Marketing",0.408,0.192,1.3,1.4,17,99,11,0.0,19,124,11,0.0,15,103,14,0.0
Revista Iberoamericana de Viticultura Agroindustria y Ruralidad,"Institute of Advanced Studies, University of Santiago de Chile",journal,ECON;ARTS;AGRI;SOCI,"Agronomy and Crop Science;Cultural Studies;Food Science;History;Economics, Econometrics and Finance (miscellaneous);Archeology;Horticulture",0.521,0.243,0.8,0.9,45,63,24,2.22,46,61,31,2.17,45,75,43,0.0
Revista Mexicana de Economia y Finanzas Nueva Epoca,,journal,ECON,"Economics, Econometrics and Finance (miscellaneous);Finance",0.221,0.133,0.6,0.5,59,34,36,1.69,40,47,33,0.0,41,68,36,0.0
Revista de Analisis Economico,Universidad Alberto Hurtado/School of Economics and Bussines,journal,ECON,"Economics, Econometrics and Finance (all)",0.609,0.204,0.5,1.0,8,47,7,0.0,10,53,8,0.0,5,50,5,0.0
Revista de Defesa da Concorrencia,Administrative Council for Economic Defense (CADE),journal,ECON;SOCI,Law;Economics and Econometrics,0.477,0.185,0.3,0.3,13,2,13,0.0,20,4,20,0.0,10,1,10,0.0
Revista de Economia Contemporanea,Universidade Federal do Rio de Janeiro - UFRJ,journal,ECON,"Economics, Econometrics and Finance (all)",0.419,0.138,0.4,0.5,17,97,12,0.0,29,123,24,0.0,10,96,10,0.0
Revista de Economia Institucional,Universidad Externado de Colombia,journal,ECON,"Economics, Econometrics and Finance (all)",0.457,0.120,0.3,0.5,28,127,19,0.0,28,137,26,0.0,17,118,17,0.0
Revista de Economia Mundial,Cambridge University Press,journal,ECON;ARTS;SOCI,"Political Science and International Relations;Geography, Planning and Development;Transportation;Economics and Econometrics;History;Social Sciences (miscellaneous)",0.358,0.188,0.5,0.9,34,206,22,0.0,23,201,19,0.0,22,138,22,0.0
Revista de Economia del Rosario,Universidad del Rosario,journal,ECON,"Economics, Econometrics and Finance (all)",0.338,0.157,0.6,0.6,9,46,8,0.0,7,58,4,0.0,0,44,0,0.0
Revista de Economia e Sociologia Rural,Sociedade Brasileira de Economia e Sociologia Rural,journal,ECON;AGRI;SOCI,Social Sciences (all);Agronomy and Crop Science;Economics and Econometrics;Forestry,0.536,0.281,1.2,1.1,68,387,31,0.0,63,462,44,3.17,47,334,43,0.0
Revista de Estudios Regionales,"Departamento de Politica Economica, Facultad de Ciencias Economicas y Empresariales",journal,ECON;SOCI,Sociology and Political Science;Economics and Econometrics;Development,0.155,0.130,0.4,0.3,19,86,13,5.26,20,73,19,0.0,10,56,9,0.0
Revista de Historia Economica - Journal of Iberian and Latin American Economic History,Cambridge University Press,journal,ECON;ARTS,History;Economics and Econometrics,2.273,0.896,1.8,2.1,19,337,6,0.0,18,396,10,0.0,10,326,10,0.0
Revista de Historia Industrial,Universitat de Barcelona,journal,ARTS;BUSI;SOCI;ECON,"Economics, Econometrics and Finance (miscellaneous);History;Business, Management and Accounting (miscellaneous);Social Sciences (miscellaneous);History and Philosophy of Science",0.368,0.209,0.9,0.7,19,102,12,0.0,16,90,15,0.0,9,105,6,0.0
Revista de Metodos Cuantitativos para la Economia y la Empresa,Universidad Pablo de Olavide,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all)",0.341,0.157,0.7,0.8,40,132,24,0.0,40,123,30,2.5,19,110,17,0.0
Revista del Ministerio de Trabajo y Economia Social,Ministerio de Empleo y Seguridad Social,journal,ECON;SOCI,"Demography;Economics, Econometrics and Finance (miscellaneous);Sociology and Political Science;Law",0.002,0.106,0.3,0.3,37,11,32,8.11,32,4,31,25.0,0,9,0,0.0
Revue Economique,Presses de Sciences Po,journal,ECON,"Economics, Econometrics and Finance (all)",0.231,0.145,0.5,0.6,35,300,23,2.86,29,291,22,0.0,23,275,22,0.0
Revue Francaise de Gestion,Lavoisier,journal,ECON;BUSI,Economics and Econometrics;Strategy and Management;Business and International Management,0.382,0.201,0.6,0.6,38,449,30,5.26,38,461,35,5.26,17,461,14,17.65
Revue Internationale de Droit Economique,De Boeck Supérieur,journal,ECON;BUSI;SOCI,"Law;Economics, Econometrics and Finance (all);Business and International Management",0.103,0.102,0.2,0.1,44,39,39,2.27,13,44,13,76.92,25,25,25,12.0
Revue d'Economie Industrielle,Superior De Boeck,journal,ECON;BUSI,Economics and Econometrics;Industrial Relations,0.285,0.208,1.0,1.2,5,177,5,0.0,4,195,4,0.0,17,164,16,0.0
Revue d'Economie Politique,Editions Dalloz Sirey,journal,ECON;SOCI,"Political Science and International Relations;Economics, Econometrics and Finance (all)",0.378,0.239,0.8,0.8,22,259,16,13.64,22,289,15,9.09,14,236,13,0.0
Revue d'Economie du Developpement,Boeck Universite,journal,ECON;SOCI,"Economics, Econometrics and Finance (all);Development",0.135,0.143,0.2,0.4,35,122,33,0.0,6,129,5,0.0,19,156,19,0.0
Revue d'Etudes Comparatives Est-Ouest,Presses Universitaires de France,journal,ECON;SOCI,Political Science and International Relations;Finance,0.222,0.117,0.2,0.7,10,67,9,0.0,0,89,0,0.0,8,54,8,0.0
Revue d'Histoire de la Pensee Economique,Classiques Garnier,journal,ECON;ARTS,History and Philosophy of Science;Economics and Econometrics,0.012,0.106,0.3,0.3,19,5,15,15.79,11,9,9,18.18,0,4,0,0.0
Revue de Philosophie Economique,Vrin,journal,ECON;ARTS;SOCI,Social Sciences (miscellaneous);Sociology and Political Science;Economics and Econometrics;Philosophy,0.791,0.150,0.3,0.3,21,7,16,4.76,25,5,23,8.0,0,13,0,0.0
Revue de l'OFCE,Presses de Sciences Po,journal,ECON,"Economics, Econometrics and Finance (all)",0.254,0.112,0.7,1.0,34,180,25,2.94,0,133,0,0.0,30,132,30,0.0
Risk Management,Palgrave Macmillan Ltd.,journal,ECON;BUSI,Finance;Economics and Econometrics;Strategy and Management;Business and International Management,0.832,0.432,2.7,3.7,21,323,5,0.0,26,391,8,0.0,21,388,17,0.0
Risk Management and Insurance Review,Wiley-Blackwell Publishing Ltd,journal,ECON;BUSI,Finance;Economics and Econometrics;Accounting,0.737,0.365,2.4,1.9,23,293,10,0.0,22,291,16,0.0,21,325,20,0.0
Risk and Decision Analysis,IOS Press,journal,ECON;DECI;MATH,"Statistics, Probability and Uncertainty;Finance;Statistics and Probability;Economics and Econometrics",0.078,0.132,0.3,1.0,0,45,0,0.0,7,37,6,0.0,0,34,0,0.0
Risks,Multidisciplinary Digital Publishing Institute (MDPI),journal,ECON;BUSI,"Economics, Econometrics and Finance (miscellaneous);Strategy and Management;Accounting",0.885,0.403,4.6,3.8,239,1551,41,2.93,219,2227,85,3.65,167,2263,143,2.99
Rivista Internazionale di Scienze Sociali,Vita e Pensiero,journal,ECON;SOCI,"Social Sciences (all);Economics, Econometrics and Finance (all)",0.315,0.124,0.3,0.4,22,67,18,13.64,23,74,21,0.0,10,70,9,0.0
Rivista di Economia Agraria,Firenze University Press,journal,ECON;AGRI;SOCI,"Geography, Planning and Development;Development;Agronomy and Crop Science;Economics, Econometrics and Finance (miscellaneous);Food Science;Animal Science and Zoology;Social Sciences (miscellaneous)",0.399,0.281,1.5,1.9,18,61,4,0.0,26,73,16,3.85,9,73,9,0.0
Rivista di Storia Economica,Societa Editrice Il Mulino,journal,ECON;ARTS,"History;Economics, Econometrics and Finance (all)",0.814,0.514,1.0,1.0,20,5,13,10.0,15,19,11,6.67,5,36,5,0.0
Rivista di Studi sulla Sostenibilita,FrancoAngeli Edizioni,journal,ECON;ENVI;BUSI;SOCI;ENER,"Strategy and Management;Development;Renewable Energy, Sustainability and the Environment;Economics and Econometrics;Law;Management, Monitoring, Policy and Law",0.258,0.131,0.9,1.3,28,166,18,0.0,46,106,39,0.0,9,135,9,0.0
Romanian Journal of Economic Forecasting,Institute for Economic Forecasting,journal,ECON,"Economics, Econometrics and Finance (all)",0.293,0.209,1.4,1.7,42,392,23,0.0,39,383,23,0.0,11,333,9,0.0
Russian Journal of Economics,Non-profit partnership 'Voprosy Ekonomiki',journal,ECON;ARTS,"History;Finance;Economics and Econometrics;Economics, Econometrics and Finance (all)",0.872,0.298,1.6,2.6,22,280,4,4.55,22,301,13,0.0,15,273,13,0.0
Russian Peasant Studies,Russian Presidental Academy of National Economy and Public Administration,journal,ECON;ARTS;AGRI;SOCI,"Geography, Planning and Development;Cultural Studies;History;Agricultural and Biological Sciences (miscellaneous);Economics, Econometrics and Finance (miscellaneous);Archeology;Anthropology",0.636,0.200,0.6,0.5,37,21,25,2.7,41,34,37,0.0,23,14,23,0.0
SERIEs,Springer Verlag,journal,ECON,"Economics, Econometrics and Finance (all)",1.157,0.728,2.0,2.3,22,248,10,0.0,22,313,15,0.0,12,266,10,0.0
SIAM Journal on Financial Mathematics,Society for Industrial and Applied Mathematics Publications,journal,ECON;MATH,Finance;Numerical Analysis;Applied Mathematics,0.965,0.822,2.6,2.3,53,728,9,0.0,48,825,14,0.0,32,837,25,0.0
Scandinavian Actuarial Journal,Taylor and Francis Ltd.,journal,ECON;DECI;MATH,"Statistics, Probability and Uncertainty;Statistics and Probability;Economics and Econometrics",1.554,0.967,3.1,3.3,41,1351,10,0.0,41,1284,13,0.0,51,1214,40,0.0
Scandinavian Journal of Economics,Wiley-Blackwell Publishing Ltd,journal,ECON,Economics and Econometrics,1.086,1.175,2.6,2.5,38,2073,9,0.0,34,2233,16,0.0,36,2114,29,0.0
Schmalenbach Journal of Business Research,Springer Gabler,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all);Management of Technology and Innovation",0.421,1.188,3.5,2.1,24,51,4,8.33,21,105,12,4.76,18,141,15,0.0
Science Technology and Human Values,SAGE Publications Inc.,journal,ECON;ARTS;SOCI;COMP,Economics and Econometrics;Philosophy;Human-Computer Interaction;Social Sciences (miscellaneous);Sociology and Political Science;Anthropology,2.054,1.232,6.7,7.7,59,3972,11,0.0,76,4349,13,0.0,85,3790,51,0.0
Scientific Annals of Economics and Business,Alexandru Ioan Cuza University of Iasi,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all)",0.542,0.203,1.7,1.4,31,229,9,0.0,38,260,25,5.26,21,244,19,0.0
Scientific Horizons,Polissia National University,journal,ECON;AGRI,"Economics, Econometrics and Finance (miscellaneous);Animal Science and Zoology;Agronomy and Crop Science",0.339,0.152,2.0,1.5,127,241,42,3.15,173,470,83,0.0,129,423,104,0.78
"Scientific Papers of the University of Pardubice, Series D: Faculty of Economics and Administration",University of Pardubice,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all)",0.277,0.194,2.4,2.0,30,146,11,13.33,25,153,13,0.0,13,138,11,15.38
Scienze Regionali,Societa Editrice Il Mulino,journal,ECON;VETE;SOCI,"Geography, Planning and Development;Food Animals;Public Administration;Economics and Econometrics;Urban Studies",0.566,0.440,1.8,2.1,24,185,9,0.0,18,157,10,0.0,12,141,7,0.0
Scottish Journal of Political Economy,Wiley-Blackwell Publishing Ltd,journal,ECON;SOCI,Sociology and Political Science;Economics and Econometrics,0.616,0.361,2.0,1.8,25,1094,9,4.0,25,1027,13,0.0,41,969,35,0.0
Seoul Journal of Economics,Seoul National University,journal,ECON,"Economics, Econometrics and Finance (all)",0.388,0.284,0.8,0.9,16,55,10,0.0,16,61,13,0.0,6,60,6,0.0
Series on Chinese Economics Research,World Scientific,bookseries,ECON;SOCI,"Political Science and International Relations;Economics, Econometrics and Finance (all);Sociology and Political Science",0,0.131,0.1,0.0,0,2,0,0.0,7,2,7,0.0,0,2,0,0.0
Series on Contemporary China,World Scientific,bookseries,ECON;ARTS;SOCI,"Political Science and International Relations;Cultural Studies;History;Economics, Econometrics and Finance (miscellaneous);Sociology and Political Science;Anthropology",0,0.133,0.2,0.1,0,5,0,0.0,2,4,2,50.0,0,5,0,0.0
Sever i Rynok: Formirovanie Ekonomiceskogo Poradka,Kola Science Centre of the Russian Academy of Sciences,journal,ECON;SOCI,"Economics, Econometrics and Finance (miscellaneous);Economics and Econometrics;Development",0.498,0.203,1.1,0.8,41,18,19,0.0,48,56,34,0.0,35,51,35,2.86
She Ji,Tongji University Press,journal,ECON;ARTS;BUSI;SOCI,"Education;Management of Technology and Innovation;Economics, Econometrics and Finance (all);Visual Arts and Performing Arts",1.774,0.984,4.4,6.2,26,558,9,0.0,28,643,14,7.14,12,568,12,0.0
Singapore Economic Review,World Scientific Publishing Co. Pte Ltd,journal,ECON,Economics and Econometrics,0.49,0.332,4.1,3.4,140,1207,54,0.0,157,1430,75,0.0,131,1474,91,3.82
Small Business Economics,Springer Netherlands,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics and Econometrics",2.827,2.530,15.0,14.1,186,15152,7,1.08,152,17295,14,0.0,221,17819,102,0.0
Small Enterprise Research,Taylor and Francis Ltd.,journal,ECON;BUSI;SOCI,"Management of Technology and Innovation;Strategy and Management;Development;Business, Management and Accounting (miscellaneous);Economics, Econometrics and Finance (miscellaneous);Business and International Management",0.695,0.512,4.5,3.9,17,447,1,0.0,20,505,5,0.0,10,559,8,0.0
Smart Grids and Sustainable Energy,Springer,journal,ECON;ENGI;ENER,"Renewable Energy, Sustainability and the Environment;Economics and Econometrics;Electrical and Electronic Engineering;Energy (miscellaneous)",0.848,0.545,4.6,5.6,33,411,5,0.0,22,473,9,4.55,38,412,21,10.53
Social Choice and Welfare,Springer New York,journal,ECON;SOCI,Social Sciences (miscellaneous);Economics and Econometrics,1.003,0.582,1.5,1.6,71,1724,29,0.0,70,1699,46,0.0,78,1469,67,0.0
Social Enterprise Journal,Emerald Group Publishing Ltd.,journal,ECON;BUSI;SOCI;ENVI,"Development;Management, Monitoring, Policy and Law;Business, Management and Accounting (miscellaneous);Economics, Econometrics and Finance (miscellaneous);Sociology and Political Science",1.078,0.591,4.5,4.3,34,321,2,2.94,31,454,3,3.23,59,611,50,3.39
Social Marketing Quarterly,SAGE Publications Inc.,journal,ECON;BUSI,Economics and Econometrics;Marketing,0.906,0.552,3.6,4.3,22,762,5,0.0,20,651,7,0.0,14,644,11,0.0
Social and Economic Studies,University of the West Indies,journal,ECON;SOCI,Social Sciences (all);Economics and Econometrics,0.332,0.104,0.2,0.1,18,92,18,0.0,9,126,9,11.11,0,103,0,0.0
"Social, Economic and Political Studies of the Middle East and Asia",Brill Academic Publishers,bookseries,ECON;ARTS;SOCI,"Economics, Econometrics and Finance (all);Philosophy;Sociology and Political Science;Religious Studies;Anthropology",0,0.133,0.8,0.7,14,62,8,7.14,1,92,1,100.0,1,58,1,100.0
Societies and Political Orders in Transition,Springer Science and Business Media Deutschland GmbH,bookseries,ECON;SOCI,"Economics, Econometrics and Finance (miscellaneous);Sociology and Political Science;Development",0,0.133,5.2,4.0,82,148,43,0.0,29,215,24,0.0,0,170,0,0.0
Society and Economy,Akademiai Kiado,journal,ECON;BUSI;SOCI,"Economics, Econometrics and Finance (all);Strategy and Management;Public Administration;Sociology and Political Science;Industrial Relations;Business and International Management",0.496,0.243,1.8,1.5,27,253,16,3.7,28,287,10,3.57,21,301,19,4.76
Socio-Economic Planning Sciences,Elsevier Ltd,journal,ECON;DECI;BUSI;SOCI,"Geography, Planning and Development;Strategy and Management;Management Science and Operations Research;Economics and Econometrics;Statistics, Probability and Uncertainty",1.614,1.315,9.5,9.4,271,4790,9,5.54,268,6070,38,2.24,287,6557,189,1.39
Socio-Economic Review,Oxford University Press,journal,ECON;SOCI,"Sociology and Political Science;Economics, Econometrics and Finance (all)",2.138,1.505,7.6,6.8,84,2864,18,2.38,69,3003,20,1.45,61,3025,35,1.64
Sociologia del Lavoro,FrancoAngeli Edizioni,journal,ECON;BUSI;SOCI,Organizational Behavior and Human Resource Management;Sociology and Political Science;Economics and Econometrics,0.241,0.146,0.6,0.6,42,57,32,0.0,34,77,23,0.0,9,76,9,0.0
South African Journal of Economic and Management Sciences,AOSIS (Pty) Ltd,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all)",0.447,0.277,2.2,2.3,33,775,7,0.0,25,848,16,4.0,36,811,31,0.0
